id,location_id,name,category,avg_rating,review_count,entry_fee,opening_hours,created_at,updated_at,latitude,longitude,description,best_season,avg_visit_time,transport,nearby_hotels,nearby_restaurants
plc-sothuparai,loc-tni,Sothuparai Dam & Park,Nature,4.3,1350,10.00,08:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,10.05,77.56,"Sothuparai Dam & Park is a notable nature attraction located in Theni, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-kurangani,loc-tni,Kurangani Mountain Trek Route,Nature,4.7,1640,0.00,06:00 - 16:00 (Forest guideline),2026-09-04 00:00:00,2026-09-04 00:00:00,9.64,77.35,"Kurangani Mountain Trek Route is a notable nature attraction located in Theni, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-mavoothu,loc-tni,Mavoothu Vellappar Murugan Temple,Religious,4.6,980,0.00,07:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,10.0,77.5,"Mavoothu Vellappar Murugan Temple is a notable religious attraction located in Theni, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-shanmuganathi,loc-tni,Shanmuganathi Dam & Garden,Nature,4.2,760,0.00,08:00 - 17:30,2026-09-04 00:00:00,2026-09-04 00:00:00,10.03,77.49,"Shanmuganathi Dam & Garden is a notable nature attraction located in Theni, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-pichavaram,loc-cud,Pichavaram Mangrove Forest Boating,Nature,4.6,4300,50.00,08:00 - 17:00,2026-09-04 00:00:00,2026-09-04 00:00:00,11.42,79.77,"Pichavaram Mangrove Forest Boating is a notable nature attraction located in Cuddalore, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-chidambaram-temple,loc-cud,Thillai Nataraja Temple Chidambaram,Religious,4.9,5100,0.00,"06:00 - 12:30, 16:30 - 22:00",2026-09-04 00:00:00,2026-09-04 00:00:00,11.3994,79.6937,"Thillai Nataraja Temple Chidambaram is a notable religious attraction located in Cuddalore, popular among visitors exploring the region.",Oct-Mar,1.0 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-silver-beach,loc-cud,Silver Beach Devanampattinam,Beach,4.4,2950,0.00,24 Hours (Best: 05:30 - 08:30 & 16:30 - 20:30),2026-09-04 00:00:00,2026-09-04 00:00:00,11.74,79.76,"Silver Beach Devanampattinam is a notable beach attraction located in Cuddalore, popular among visitors exploring the region.",Nov-Feb,2-3 hours,Accessible by auto/taxi; well connected to the city centre,Beachfront resorts and budget guesthouses nearby,Seafood shacks and multi-cuisine restaurants nearby
plc-padaleeswarar,loc-cud,Padaleeswarar Temple Tirupadiripuliyur,Religious,4.7,1620,0.00,"06:00 - 12:00, 16:30 - 21:00",2026-09-04 00:00:00,2026-09-04 00:00:00,11.728,79.754,"Padaleeswarar Temple Tirupadiripuliyur is a notable religious attraction located in Cuddalore, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-veeranam-lake,loc-cud,Veeranam Historic Water Lake,Nature,4.4,1240,0.00,06:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,11.35,79.57,"Veeranam Historic Water Lake is a notable nature attraction located in Cuddalore, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-vada-lour-sabai,loc-cud,Vadalur Vallalar Sathya Gnana Sabai,Heritage,4.8,2100,0.00,05:00 - 20:00,2026-09-04 00:00:00,2026-09-04 00:00:00,11.5182,79.5722,"Vadalur Vallalar Sathya Gnana Sabai is a notable heritage attraction located in Cuddalore, popular among visitors exploring the region.",Oct-Mar,2-3 hours,Accessible by bus/auto/taxi; well connected via nearest highway,Heritage havelis to budget hotels available nearby,Local and multi-cuisine restaurants nearby
plc-bhuvanagiri,loc-cud,Sri Raghavendra Swamy Birthplace Shrine,Religious,4.7,1450,0.00,"06:00 - 12:30, 16:30 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,11.4469,79.6501,"Sri Raghavendra Swamy Birthplace Shrine is a notable religious attraction located in Cuddalore, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-devanatha-perumal,loc-cud,Devanatha Perumal Temple Thiruvanthipuram,Religious,4.7,1380,0.00,"06:00 - 11:30, 16:30 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,11.35,79.73,"Devanatha Perumal Temple Thiruvanthipuram is a notable religious attraction located in Cuddalore, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-srimushnam,loc-cud,Bhuvaraha Swamy Temple Srimushnam,Heritage,4.8,1690,0.00,"06:00 - 12:00, 16:00 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,11.4,79.4,"Bhuvaraha Swamy Temple Srimushnam is a notable heritage attraction located in Cuddalore, popular among visitors exploring the region.",Oct-Mar,2-3 hours,Accessible by bus/auto/taxi; well connected via nearest highway,Heritage havelis to budget hotels available nearby,Local and multi-cuisine restaurants nearby
plc-fort-st-david,loc-cud,Fort St. David Colonial Ruins,Historical,4.1,640,0.00,08:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,11.75,79.765,"Fort St. David Colonial Ruins is a notable historical attraction located in Cuddalore, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-chettinad-palace,loc-svg,Chettinad Palace Kanadukathan,Heritage,4.6,2850,100.00,09:00 - 17:00,2026-09-04 00:00:00,2026-09-04 00:00:00,10.17,78.78,"Chettinad Palace Kanadukathan is a notable heritage attraction located in Sivaganga, popular among visitors exploring the region.",Oct-Mar,2-3 hours,Accessible by bus/auto/taxi; well connected via nearest highway,Heritage havelis to budget hotels available nearby,Local and multi-cuisine restaurants nearby
plc-athangudi-palace,loc-svg,Athangudi Palace & Handmade Tile Craft,Heritage,4.6,2100,50.00,09:00 - 17:30,2026-09-04 00:00:00,2026-09-04 00:00:00,10.1573,78.8016,"Athangudi Palace & Handmade Tile Craft is a notable heritage attraction located in Sivaganga, popular among visitors exploring the region.",Oct-Mar,2-3 hours,Accessible by bus/auto/taxi; well connected via nearest highway,Heritage havelis to budget hotels available nearby,Local and multi-cuisine restaurants nearby
plc-pillayarpatti,loc-svg,Pillayarpatti Karpaga Vinayagar Temple,Religious,4.9,4600,0.00,"06:00 - 13:00, 16:00 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,10.12,78.66,"Pillayarpatti Karpaga Vinayagar Temple is a notable religious attraction located in Sivaganga, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-kundrakudi,loc-svg,Kundrakudi Shanmughanathar Hill Temple,Religious,4.8,2150,0.00,"06:00 - 12:30, 16:30 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,10.02,78.67,"Kundrakudi Shanmughanathar Hill Temple is a notable religious attraction located in Sivaganga, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-vairavanpatti,loc-svg,Vairavanpatti Valaroli Nathar Temple,Religious,4.7,1120,0.00,"06:30 - 12:00, 16:30 - 20:00",2026-09-04 00:00:00,2026-09-04 00:00:00,10.08,78.7,"Vairavanpatti Valaroli Nathar Temple is a notable religious attraction located in Sivaganga, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-thirumayam-fort,loc-svg,Thirumayam Rock Fort & Cave Temple,Historical,4.5,1450,25.00,09:00 - 17:30,2026-09-04 00:00:00,2026-09-04 00:00:00,10.2408,78.7481,"Thirumayam Rock Fort & Cave Temple is a notable historical attraction located in Sivaganga, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-thousand-windows,loc-svg,Ayiram Jannal Veedu (Thousand Window House),Heritage,4.3,1680,0.00,External View / 09:00 - 17:00,2026-09-04 00:00:00,2026-09-04 00:00:00,10.17,78.775,"Ayiram Jannal Veedu (Thousand Window House) is a notable heritage attraction located in Sivaganga, popular among visitors exploring the region.",Oct-Mar,2-3 hours,Accessible by bus/auto/taxi; well connected via nearest highway,Heritage havelis to budget hotels available nearby,Local and multi-cuisine restaurants nearby
plc-ariyakudi,loc-svg,Ariyakudi Thiruvengadamudayan Temple,Religious,4.6,920,0.00,"06:00 - 11:30, 17:00 - 20:00",2026-09-04 00:00:00,2026-09-04 00:00:00,10.13,78.82,"Ariyakudi Thiruvengadamudayan Temple is a notable religious attraction located in Sivaganga, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-kollangudi,loc-svg,Kollangudi Vettudaiyar Kaliamman Temple,Religious,4.7,1350,0.00,"06:00 - 12:30, 16:30 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,10.05,78.72,"Kollangudi Vettudaiyar Kaliamman Temple is a notable religious attraction located in Sivaganga, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-vettangudi,loc-svg,Vettangudi Bird Sanctuary,Nature,4.2,680,10.00,08:00 - 17:00 (Nov to Feb),2026-09-04 00:00:00,2026-09-04 00:00:00,10.1,78.6,"Vettangudi Bird Sanctuary is a notable nature attraction located in Sivaganga, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-fort-dansborg,loc-myd,Fort Dansborg Danish Citadel Tranquebar,Historical,4.6,3400,20.00,09:00 - 17:30 (Closed Fridays),2026-09-04 00:00:00,2026-09-04 00:00:00,11.029,79.8504,"Fort Dansborg Danish Citadel Tranquebar is a notable historical attraction located in Mayiladuthurai, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-danish-museum,loc-myd,Danish Museum Tranquebar,Museum,4.4,1420,10.00,09:30 - 17:00 (Closed Fridays),2026-09-04 00:00:00,2026-09-04 00:00:00,11.0285,79.85,"Danish Museum Tranquebar is a notable museum attraction located in Mayiladuthurai, popular among visitors exploring the region.",Year-round (indoor),1-2 hours,Accessible by city bus/auto/taxi,Budget to mid-range city hotels nearby,Multi-cuisine restaurants and cafes nearby
plc-tranquebar-beach,loc-myd,Tharangambadi Ozone Coast Beach,Beach,4.5,2950,0.00,24 Hours (Best: 05:30 - 18:30),2026-09-04 00:00:00,2026-09-04 00:00:00,11.0267,79.8517,"Tharangambadi Ozone Coast Beach is a notable beach attraction located in Mayiladuthurai, popular among visitors exploring the region.",Nov-Feb,2-3 hours,Accessible by auto/taxi; well connected to the city centre,Beachfront resorts and budget guesthouses nearby,Seafood shacks and multi-cuisine restaurants nearby
plc-new-jerusalem,loc-myd,New Jerusalem Church Tranquebar,Historical,4.5,1120,0.00,07:00 - 18:30,2026-09-04 00:00:00,2026-09-04 00:00:00,11.028,79.849,"New Jerusalem Church Tranquebar is a notable historical attraction located in Mayiladuthurai, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-mayuranathar,loc-myd,Mayuranathaswamy Temple,Religious,4.7,2150,0.00,"06:00 - 12:00, 16:30 - 21:00",2026-09-04 00:00:00,2026-09-04 00:00:00,11.1035,79.6547,"Mayuranathaswamy Temple is a notable religious attraction located in Mayiladuthurai, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-vaitheeswaran,loc-myd,Arulmigu Vaitheeswaran Koil,Religious,4.8,3800,0.00,"06:00 - 13:00, 16:00 - 21:00",2026-09-04 00:00:00,2026-09-04 00:00:00,11.2327,79.6539,"Arulmigu Vaitheeswaran Koil is a notable religious attraction located in Mayiladuthurai, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-thirukadaiyur,loc-myd,Amirthakadeswarar Temple Thirukadaiyur,Religious,4.8,3200,0.00,"06:00 - 13:00, 16:30 - 21:00",2026-09-04 00:00:00,2026-09-04 00:00:00,11.05,79.78,"Amirthakadeswarar Temple Thirukadaiyur is a notable religious attraction located in Mayiladuthurai, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-poompuhar-beach,loc-myd,Poompuhar Beach & Silappathikara Art Gallery,Historical,4.3,1850,10.00,09:00 - 17:30,2026-09-04 00:00:00,2026-09-04 00:00:00,11.24,79.86,"Poompuhar Beach & Silappathikara Art Gallery is a notable historical attraction located in Mayiladuthurai, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-sirkazhi-temple,loc-myd,Bhramapureeswarar Temple Sirkazhi,Religious,4.7,1640,0.00,"06:00 - 12:30, 16:00 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,11.2367,79.7347,"Bhramapureeswarar Temple Sirkazhi is a notable religious attraction located in Mayiladuthurai, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-thirumanancheri,loc-myd,Udhvaganathar Temple Thirumanancheri,Religious,4.8,2450,0.00,"06:00 - 13:00, 15:30 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,11.07,79.7,"Udhvaganathar Temple Thirumanancheri is a notable religious attraction located in Mayiladuthurai, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-velankanni-church,loc-ngp,Basilica of Our Lady of Good Health Velankanni,Religious,4.8,5600,0.00,05:00 - 21:30,2026-09-04 00:00:00,2026-09-04 00:00:00,10.683,79.8387,"Basilica of Our Lady of Good Health Velankanni is a notable religious attraction located in Nagapattinam, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-velankanni-beach,loc-ngp,Velankanni Coastal Beach,Beach,4.4,3200,0.00,24 Hours (Best: 05:30 - 08:30 & 16:30 - 19:30),2026-09-04 00:00:00,2026-09-04 00:00:00,10.68,79.841,"Velankanni Coastal Beach is a notable beach attraction located in Nagapattinam, popular among visitors exploring the region.",Nov-Feb,2-3 hours,Accessible by auto/taxi; well connected to the city centre,Beachfront resorts and budget guesthouses nearby,Seafood shacks and multi-cuisine restaurants nearby
plc-nagore-dargah,loc-ngp,Nagore Dargah Sharif,Religious,4.7,3900,0.00,04:30 - 22:00,2026-09-04 00:00:00,2026-09-04 00:00:00,10.8229,79.8412,"Nagore Dargah Sharif is a notable religious attraction located in Nagapattinam, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-point-calimere,loc-ngp,Point Calimere Wildlife & Bird Sanctuary,Nature,4.5,1650,20.00,07:00 - 17:00,2026-09-04 00:00:00,2026-09-04 00:00:00,10.2947,79.8652,"Point Calimere Wildlife & Bird Sanctuary is a notable nature attraction located in Nagapattinam, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-calimere-lighthouse,loc-ngp,Kodiakkarai Heritage Lighthouse,Historical,4.4,1120,10.00,09:00 - 17:30,2026-09-04 00:00:00,2026-09-04 00:00:00,10.2947,79.8652,"Kodiakkarai Heritage Lighthouse is a notable historical attraction located in Nagapattinam, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-kayarohanaswami,loc-ngp,Kayarohanaswami Temple Nagapattinam,Religious,4.6,980,0.00,"06:00 - 12:00, 17:00 - 21:00",2026-09-04 00:00:00,2026-09-04 00:00:00,10.765,79.848,"Kayarohanaswami Temple Nagapattinam is a notable religious attraction located in Nagapattinam, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-soundararaja,loc-ngp,Soundararaja Perumal Temple,Religious,4.7,1250,0.00,"06:30 - 12:00, 17:00 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,10.77,79.83,"Soundararaja Perumal Temple is a notable religious attraction located in Nagapattinam, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-sikkal-singaravelan,loc-ngp,Sikkal Singaravelan Murugan Temple,Religious,4.8,2100,0.00,"06:00 - 12:00, 16:30 - 21:00",2026-09-04 00:00:00,2026-09-04 00:00:00,10.855,79.76,"Sikkal Singaravelan Murugan Temple is a notable religious attraction located in Nagapattinam, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-nagapattinam-beach,loc-ngp,Nagapattinam Beach & Harbour Promenade,Beach,4.2,1420,0.00,24 Hours (Best: 16:00 - 19:30),2026-09-04 00:00:00,2026-09-04 00:00:00,10.7672,79.8449,"Nagapattinam Beach & Harbour Promenade is a notable beach attraction located in Nagapattinam, popular among visitors exploring the region.",Nov-Feb,2-3 hours,Accessible by auto/taxi; well connected to the city centre,Beachfront resorts and budget guesthouses nearby,Seafood shacks and multi-cuisine restaurants nearby
plc-kodiakkarai-beach,loc-ngp,Kodiakkarai Coastline & Salt Pans,Beach,4.4,850,0.00,06:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,10.29,79.87,"Kodiakkarai Coastline & Salt Pans is a notable beach attraction located in Nagapattinam, popular among visitors exploring the region.",Nov-Feb,2-3 hours,Accessible by auto/taxi; well connected to the city centre,Beachfront resorts and budget guesthouses nearby,Seafood shacks and multi-cuisine restaurants nearby
plc-tiruchendur,loc-tut,Arulmigu Subramaniya Swamy Temple Tiruchendur,Religious,4.9,5800,0.00,05:00 - 21:00,2026-09-04 00:00:00,2026-09-04 00:00:00,8.4936,78.1505,"Arulmigu Subramaniya Swamy Temple Tiruchendur is a notable religious attraction located in Thoothukudi, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-tiruchendur-beach,loc-tut,Tiruchendur Temple Seashore,Beach,4.6,3950,0.00,24 Hours,2026-09-04 00:00:00,2026-09-04 00:00:00,8.4942,78.1522,"Tiruchendur Temple Seashore is a notable beach attraction located in Thoothukudi, popular among visitors exploring the region.",Nov-Feb,2-3 hours,Accessible by auto/taxi; well connected to the city centre,Beachfront resorts and budget guesthouses nearby,Seafood shacks and multi-cuisine restaurants nearby
plc-snows-basilica,loc-tut,Our Lady of Snows Basilica,Religious,4.8,3100,0.00,05:30 - 20:30,2026-09-04 00:00:00,2026-09-04 00:00:00,8.7642,78.1348,"Our Lady of Snows Basilica is a notable religious attraction located in Thoothukudi, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-hare-island,loc-tut,Hare Island (Muyal Theevu) & Lighthouse,Nature,4.3,1850,0.00,06:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,8.76,78.17,"Hare Island (Muyal Theevu) & Lighthouse is a notable nature attraction located in Thoothukudi, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-manapad-church,loc-tut,Holy Cross Church Manapad Coastal Dunes,Heritage,4.7,2150,0.00,06:00 - 19:00,2026-09-04 00:00:00,2026-09-04 00:00:00,8.3655,78.2006,"Holy Cross Church Manapad Coastal Dunes is a notable heritage attraction located in Thoothukudi, popular among visitors exploring the region.",Oct-Mar,2-3 hours,Accessible by bus/auto/taxi; well connected via nearest highway,Heritage havelis to budget hotels available nearby,Local and multi-cuisine restaurants nearby
plc-kulasekharapatnam,loc-tut,Mutharamman Temple Kulasekharapatnam,Religious,4.8,2900,0.00,"06:00 - 12:30, 16:30 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,8.38,78.08,"Mutharamman Temple Kulasekharapatnam is a notable religious attraction located in Thoothukudi, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-kattabomman-fort,loc-tut,Panchalankurichi Kattabomman Memorial Fort,Historical,4.4,1680,10.00,08:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,8.62,77.89,"Panchalankurichi Kattabomman Memorial Fort is a notable historical attraction located in Thoothukudi, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-kalugumalai,loc-tut,Kalugumalai Vettuvan Koil Monolithic Temple,Historical,4.7,1420,0.00,06:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,9.1545,77.7088,"Kalugumalai Vettuvan Koil Monolithic Temple is a notable historical attraction located in Thoothukudi, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-korkai-site,loc-tut,Korkai Ancient Pandyan Port Excavation Site,Historical,4.3,580,0.00,09:00 - 17:00,2026-09-04 00:00:00,2026-09-04 00:00:00,8.57,78.08,"Korkai Ancient Pandyan Port Excavation Site is a notable historical attraction located in Thoothukudi, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-kayathar-memorial,loc-tut,Veerapandiya Kattabomman Memorial Kayathar,Historical,4.4,920,0.00,08:00 - 18:30,2026-09-04 00:00:00,2026-09-04 00:00:00,8.95,77.78,"Veerapandiya Kattabomman Memorial Kayathar is a notable historical attraction located in Thoothukudi, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-hogenakkal-falls,loc-dpi,Hogenakkal Waterfalls on Cauvery,Nature,4.6,4950,20.00,08:00 - 17:30,2026-09-04 00:00:00,2026-09-04 00:00:00,12.1152,77.7777,"Hogenakkal Waterfalls on Cauvery is a notable nature attraction located in Dharmapuri, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-hogenakkal-boat,loc-dpi,Hogenakkal River Coracle Boat Rides,Nature,4.7,3800,200.00,08:00 - 17:00,2026-09-04 00:00:00,2026-09-04 00:00:00,12.1152,77.7777,"Hogenakkal River Coracle Boat Rides is a notable nature attraction located in Dharmapuri, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-theerthamalai,loc-dpi,Theerthagirishwarar Temple Theerthamalai,Religious,4.7,1650,0.00,06:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,12.15,78.23,"Theerthagirishwarar Temple Theerthamalai is a notable religious attraction located in Dharmapuri, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-kottai-kovil-dpi,loc-dpi,Kottai Kovil Mallikarjuneswarar Temple,Religious,4.6,1180,0.00,"06:00 - 12:00, 16:30 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,12.13,78.16,"Kottai Kovil Mallikarjuneswarar Temple is a notable religious attraction located in Dharmapuri, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-vathalmalai,loc-dpi,Vathalmalai Highland Hill View Point,Nature,4.5,1340,0.00,06:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,12.24,78.43,"Vathalmalai Highland Hill View Point is a notable nature attraction located in Dharmapuri, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-shiva-memorial,loc-dpi,Subramanya Shiva Memorial Papparapatti,Historical,4.4,620,0.00,09:00 - 17:30,2026-09-04 00:00:00,2026-09-04 00:00:00,12.11,78.17,"Subramanya Shiva Memorial Papparapatti is a notable historical attraction located in Dharmapuri, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-nagavathi-dam,loc-dpi,Nagavathi Dam & Catchment Area,Nature,4.2,850,0.00,08:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,12.09,78.24,"Nagavathi Dam & Catchment Area is a notable nature attraction located in Dharmapuri, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
